DDI-MedLine.d180.s1|DDI-MedLine.d180.s1.e0|DDI-MedLine.d180.s1.e1|null
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e5|DDI-DrugBank.d549.s3.e8|null
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e6|DDI-DrugBank.d549.s3.e7|null
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e6|DDI-DrugBank.d549.s3.e8|null
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e7|DDI-DrugBank.d549.s3.e8|null
DDI-DrugBank.d549.s4|DDI-DrugBank.d549.s4.e0|DDI-DrugBank.d549.s4.e1|null
DDI-DrugBank.d549.s5|DDI-DrugBank.d549.s5.e0|DDI-DrugBank.d549.s5.e1|null
DDI-DrugBank.d44.s1|DDI-DrugBank.d44.s1.e0|DDI-DrugBank.d44.s1.e1|advise
DDI-DrugBank.d44.s2|DDI-DrugBank.d44.s2.e0|DDI-DrugBank.d44.s2.e1|advise
DDI-DrugBank.d44.s2|DDI-DrugBank.d44.s2.e0|DDI-DrugBank.d44.s2.e2|advise
DDI-DrugBank.d44.s2|DDI-DrugBank.d44.s2.e0|DDI-DrugBank.d44.s2.e3|advise
DDI-DrugBank.d44.s2|DDI-DrugBank.d44.s2.e1|DDI-DrugBank.d44.s2.e2|advise
DDI-DrugBank.d44.s2|DDI-DrugBank.d44.s2.e1|DDI-DrugBank.d44.s2.e3|advise
DDI-DrugBank.d44.s2|DDI-DrugBank.d44.s2.e2|DDI-DrugBank.d44.s2.e3|advise
DDI-DrugBank.d694.s0|DDI-DrugBank.d694.s0.e0|DDI-DrugBank.d694.s0.e1|null
DDI-DrugBank.d694.s0|DDI-DrugBank.d694.s0.e0|DDI-DrugBank.d694.s0.e2|null
DDI-DrugBank.d694.s0|DDI-DrugBank.d694.s0.e1|DDI-DrugBank.d694.s0.e2|null
DDI-DrugBank.d694.s2|DDI-DrugBank.d694.s2.e0|DDI-DrugBank.d694.s2.e1|null
DDI-DrugBank.d640.s0|DDI-DrugBank.d640.s0.e0|DDI-DrugBank.d640.s0.e1|null
DDI-DrugBank.d640.s1|DDI-DrugBank.d640.s1.e0|DDI-DrugBank.d640.s1.e1|null
DDI-DrugBank.d640.s1|DDI-DrugBank.d640.s1.e0|DDI-DrugBank.d640.s1.e2|null
DDI-DrugBank.d640.s1|DDI-DrugBank.d640.s1.e1|DDI-DrugBank.d640.s1.e2|null
DDI-DrugBank.d640.s2|DDI-DrugBank.d640.s2.e0|DDI-DrugBank.d640.s2.e1|null
DDI-DrugBank.d640.s2|DDI-DrugBank.d640.s2.e0|DDI-DrugBank.d640.s2.e2|null
DDI-DrugBank.d640.s2|DDI-DrugBank.d640.s2.e1|DDI-DrugBank.d640.s2.e2|null
DDI-DrugBank.d640.s3|DDI-DrugBank.d640.s3.e0|DDI-DrugBank.d640.s3.e1|null
DDI-DrugBank.d640.s3|DDI-DrugBank.d640.s3.e0|DDI-DrugBank.d640.s3.e2|null
DDI-DrugBank.d640.s3|DDI-DrugBank.d640.s3.e0|DDI-DrugBank.d640.s3.e3|null
DDI-DrugBank.d640.s3|DDI-DrugBank.d640.s3.e0|DDI-DrugBank.d640.s3.e4|null
DDI-DrugBank.d640.s3|DDI-DrugBank.d640.s3.e0|DDI-DrugBank.d640.s3.e5|null
DDI-DrugBank.d640.s3|DDI-DrugBank.d640.s3.e1|DDI-DrugBank.d640.s3.e2|null
DDI-DrugBank.d640.s3|DDI-DrugBank.d640.s3.e1|DDI-DrugBank.d640.s3.e3|null
DDI-DrugBank.d640.s3|DDI-DrugBank.d640.s3.e1|DDI-DrugBank.d640.s3.e4|null
DDI-DrugBank.d640.s3|DDI-DrugBank.d640.s3.e1|DDI-DrugBank.d640.s3.e5|null
DDI-DrugBank.d640.s3|DDI-DrugBank.d640.s3.e2|DDI-DrugBank.d640.s3.e3|null
DDI-DrugBank.d640.s3|DDI-DrugBank.d640.s3.e2|DDI-DrugBank.d640.s3.e4|null
DDI-DrugBank.d640.s3|DDI-DrugBank.d640.s3.e2|DDI-DrugBank.d640.s3.e5|null
DDI-DrugBank.d640.s3|DDI-DrugBank.d640.s3.e3|DDI-DrugBank.d640.s3.e4|null
DDI-DrugBank.d640.s3|DDI-DrugBank.d640.s3.e3|DDI-DrugBank.d640.s3.e5|null
DDI-DrugBank.d640.s3|DDI-DrugBank.d640.s3.e4|DDI-DrugBank.d640.s3.e5|null
DDI-DrugBank.d640.s5|DDI-DrugBank.d640.s5.e0|DDI-DrugBank.d640.s5.e1|null
DDI-DrugBank.d640.s5|DDI-DrugBank.d640.s5.e0|DDI-DrugBank.d640.s5.e2|null
DDI-DrugBank.d640.s5|DDI-DrugBank.d640.s5.e1|DDI-DrugBank.d640.s5.e2|null
DDI-DrugBank.d640.s6|DDI-DrugBank.d640.s6.e0|DDI-DrugBank.d640.s6.e1|null
DDI-DrugBank.d640.s6|DDI-DrugBank.d640.s6.e0|DDI-DrugBank.d640.s6.e2|null
DDI-DrugBank.d640.s6|DDI-DrugBank.d640.s6.e0|DDI-DrugBank.d640.s6.e3|null
DDI-DrugBank.d640.s6|DDI-DrugBank.d640.s6.e0|DDI-DrugBank.d640.s6.e4|null
DDI-DrugBank.d640.s6|DDI-DrugBank.d640.s6.e1|DDI-DrugBank.d640.s6.e2|null
DDI-DrugBank.d640.s6|DDI-DrugBank.d640.s6.e1|DDI-DrugBank.d640.s6.e3|null
DDI-DrugBank.d640.s6|DDI-DrugBank.d640.s6.e1|DDI-DrugBank.d640.s6.e4|null
DDI-DrugBank.d640.s6|DDI-DrugBank.d640.s6.e2|DDI-DrugBank.d640.s6.e3|null
DDI-DrugBank.d640.s6|DDI-DrugBank.d640.s6.e2|DDI-DrugBank.d640.s6.e4|null
DDI-DrugBank.d640.s6|DDI-DrugBank.d640.s6.e3|DDI-DrugBank.d640.s6.e4|null
DDI-DrugBank.d640.s8|DDI-DrugBank.d640.s8.e0|DDI-DrugBank.d640.s8.e1|null
DDI-DrugBank.d640.s9|DDI-DrugBank.d640.s9.e0|DDI-DrugBank.d640.s9.e1|null
DDI-DrugBank.d640.s9|DDI-DrugBank.d640.s9.e0|DDI-DrugBank.d640.s9.e2|null
DDI-DrugBank.d640.s9|DDI-DrugBank.d640.s9.e0|DDI-DrugBank.d640.s9.e3|null
DDI-DrugBank.d640.s9|DDI-DrugBank.d640.s9.e1|DDI-DrugBank.d640.s9.e2|null
DDI-DrugBank.d640.s9|DDI-DrugBank.d640.s9.e1|DDI-DrugBank.d640.s9.e3|null
DDI-DrugBank.d640.s9|DDI-DrugBank.d640.s9.e2|DDI-DrugBank.d640.s9.e3|null
DDI-DrugBank.d640.s10|DDI-DrugBank.d640.s10.e0|DDI-DrugBank.d640.s10.e1|null
DDI-DrugBank.d640.s10|DDI-DrugBank.d640.s10.e0|DDI-DrugBank.d640.s10.e2|null
DDI-DrugBank.d640.s10|DDI-DrugBank.d640.s10.e0|DDI-DrugBank.d640.s10.e3|null
DDI-DrugBank.d640.s10|DDI-DrugBank.d640.s10.e0|DDI-DrugBank.d640.s10.e4|null
DDI-DrugBank.d640.s10|DDI-DrugBank.d640.s10.e0|DDI-DrugBank.d640.s10.e5|null
DDI-DrugBank.d640.s10|DDI-DrugBank.d640.s10.e1|DDI-DrugBank.d640.s10.e2|null
DDI-DrugBank.d640.s10|DDI-DrugBank.d640.s10.e1|DDI-DrugBank.d640.s10.e3|null
DDI-DrugBank.d640.s10|DDI-DrugBank.d640.s10.e1|DDI-DrugBank.d640.s10.e4|null
DDI-DrugBank.d640.s10|DDI-DrugBank.d640.s10.e1|DDI-DrugBank.d640.s10.e5|null
DDI-DrugBank.d640.s10|DDI-DrugBank.d640.s10.e2|DDI-DrugBank.d640.s10.e3|null
DDI-DrugBank.d640.s10|DDI-DrugBank.d640.s10.e2|DDI-DrugBank.d640.s10.e4|null
DDI-DrugBank.d640.s10|DDI-DrugBank.d640.s10.e2|DDI-DrugBank.d640.s10.e5|null
DDI-DrugBank.d640.s10|DDI-DrugBank.d640.s10.e3|DDI-DrugBank.d640.s10.e4|null
DDI-DrugBank.d640.s10|DDI-DrugBank.d640.s10.e3|DDI-DrugBank.d640.s10.e5|null
DDI-DrugBank.d640.s10|DDI-DrugBank.d640.s10.e4|DDI-DrugBank.d640.s10.e5|null
DDI-DrugBank.d168.s0|DDI-DrugBank.d168.s0.e0|DDI-DrugBank.d168.s0.e1|null
DDI-DrugBank.d168.s0|DDI-DrugBank.d168.s0.e0|DDI-DrugBank.d168.s0.e2|null
DDI-DrugBank.d168.s0|DDI-DrugBank.d168.s0.e0|DDI-DrugBank.d168.s0.e3|null
DDI-DrugBank.d168.s0|DDI-DrugBank.d168.s0.e0|DDI-DrugBank.d168.s0.e4|null
DDI-DrugBank.d168.s0|DDI-DrugBank.d168.s0.e0|DDI-DrugBank.d168.s0.e5|null
DDI-DrugBank.d168.s0|DDI-DrugBank.d168.s0.e0|DDI-DrugBank.d168.s0.e6|null
DDI-DrugBank.d168.s0|DDI-DrugBank.d168.s0.e0|DDI-DrugBank.d168.s0.e7|null
DDI-DrugBank.d168.s0|DDI-DrugBank.d168.s0.e1|DDI-DrugBank.d168.s0.e2|null
DDI-DrugBank.d168.s0|DDI-DrugBank.d168.s0.e1|DDI-DrugBank.d168.s0.e3|null
DDI-DrugBank.d168.s0|DDI-DrugBank.d168.s0.e1|DDI-DrugBank.d168.s0.e4|null
DDI-DrugBank.d168.s0|DDI-DrugBank.d168.s0.e1|DDI-DrugBank.d168.s0.e5|null
DDI-DrugBank.d168.s0|DDI-DrugBank.d168.s0.e1|DDI-DrugBank.d168.s0.e6|null
DDI-DrugBank.d168.s0|DDI-DrugBank.d168.s0.e1|DDI-DrugBank.d168.s0.e7|null
DDI-DrugBank.d168.s0|DDI-DrugBank.d168.s0.e2|DDI-DrugBank.d168.s0.e3|null
DDI-DrugBank.d168.s0|DDI-DrugBank.d168.s0.e2|DDI-DrugBank.d168.s0.e4|null
DDI-DrugBank.d168.s0|DDI-DrugBank.d168.s0.e2|DDI-DrugBank.d168.s0.e5|null
DDI-DrugBank.d168.s0|DDI-DrugBank.d168.s0.e2|DDI-DrugBank.d168.s0.e6|null
DDI-DrugBank.d168.s0|DDI-DrugBank.d168.s0.e2|DDI-DrugBank.d168.s0.e7|null
DDI-DrugBank.d168.s0|DDI-DrugBank.d168.s0.e3|DDI-DrugBank.d168.s0.e4|null
DDI-DrugBank.d168.s0|DDI-DrugBank.d168.s0.e3|DDI-DrugBank.d168.s0.e5|null
DDI-DrugBank.d168.s0|DDI-DrugBank.d168.s0.e3|DDI-DrugBank.d168.s0.e6|null
DDI-DrugBank.d168.s0|DDI-DrugBank.d168.s0.e3|DDI-DrugBank.d168.s0.e7|null
DDI-DrugBank.d168.s0|DDI-DrugBank.d168.s0.e4|DDI-DrugBank.d168.s0.e5|null
DDI-DrugBank.d168.s0|DDI-DrugBank.d168.s0.e4|DDI-DrugBank.d168.s0.e6|null
DDI-DrugBank.d168.s0|DDI-DrugBank.d168.s0.e4|DDI-DrugBank.d168.s0.e7|null
DDI-DrugBank.d168.s0|DDI-DrugBank.d168.s0.e5|DDI-DrugBank.d168.s0.e6|null
DDI-DrugBank.d168.s0|DDI-DrugBank.d168.s0.e5|DDI-DrugBank.d168.s0.e7|null
DDI-DrugBank.d168.s0|DDI-DrugBank.d168.s0.e6|DDI-DrugBank.d168.s0.e7|null
DDI-DrugBank.d287.s0|DDI-DrugBank.d287.s0.e0|DDI-DrugBank.d287.s0.e1|null
DDI-DrugBank.d17.s6|DDI-DrugBank.d17.s6.e0|DDI-DrugBank.d17.s6.e1|null
DDI-DrugBank.d17.s6|DDI-DrugBank.d17.s6.e0|DDI-DrugBank.d17.s6.e2|null
DDI-DrugBank.d17.s6|DDI-DrugBank.d17.s6.e0|DDI-DrugBank.d17.s6.e3|null
DDI-DrugBank.d17.s6|DDI-DrugBank.d17.s6.e1|DDI-DrugBank.d17.s6.e2|null
DDI-DrugBank.d17.s6|DDI-DrugBank.d17.s6.e1|DDI-DrugBank.d17.s6.e3|null
DDI-DrugBank.d17.s6|DDI-DrugBank.d17.s6.e2|DDI-DrugBank.d17.s6.e3|null
DDI-DrugBank.d17.s9|DDI-DrugBank.d17.s9.e0|DDI-DrugBank.d17.s9.e1|null
DDI-DrugBank.d17.s9|DDI-DrugBank.d17.s9.e0|DDI-DrugBank.d17.s9.e2|null
DDI-DrugBank.d17.s9|DDI-DrugBank.d17.s9.e0|DDI-DrugBank.d17.s9.e3|null
DDI-DrugBank.d17.s9|DDI-DrugBank.d17.s9.e1|DDI-DrugBank.d17.s9.e2|null
DDI-DrugBank.d17.s9|DDI-DrugBank.d17.s9.e1|DDI-DrugBank.d17.s9.e3|null
DDI-DrugBank.d17.s9|DDI-DrugBank.d17.s9.e2|DDI-DrugBank.d17.s9.e3|null
DDI-DrugBank.d17.s12|DDI-DrugBank.d17.s12.e0|DDI-DrugBank.d17.s12.e1|effect
DDI-DrugBank.d17.s18|DDI-DrugBank.d17.s18.e0|DDI-DrugBank.d17.s18.e1|null
DDI-DrugBank.d17.s21|DDI-DrugBank.d17.s21.e0|DDI-DrugBank.d17.s21.e1|null
DDI-DrugBank.d17.s25|DDI-DrugBank.d17.s25.e0|DDI-DrugBank.d17.s25.e1|null
DDI-DrugBank.d17.s25|DDI-DrugBank.d17.s25.e0|DDI-DrugBank.d17.s25.e2|null
DDI-DrugBank.d17.s25|DDI-DrugBank.d17.s25.e0|DDI-DrugBank.d17.s25.e3|null
DDI-DrugBank.d17.s25|DDI-DrugBank.d17.s25.e1|DDI-DrugBank.d17.s25.e2|null
DDI-DrugBank.d17.s25|DDI-DrugBank.d17.s25.e1|DDI-DrugBank.d17.s25.e3|null
DDI-DrugBank.d17.s25|DDI-DrugBank.d17.s25.e2|DDI-DrugBank.d17.s25.e3|null
DDI-DrugBank.d17.s26|DDI-DrugBank.d17.s26.e0|DDI-DrugBank.d17.s26.e1|null
DDI-DrugBank.d17.s26|DDI-DrugBank.d17.s26.e0|DDI-DrugBank.d17.s26.e2|null
DDI-DrugBank.d17.s26|DDI-DrugBank.d17.s26.e1|DDI-DrugBank.d17.s26.e2|null
DDI-DrugBank.d17.s28|DDI-DrugBank.d17.s28.e0|DDI-DrugBank.d17.s28.e1|effect
DDI-DrugBank.d17.s31|DDI-DrugBank.d17.s31.e0|DDI-DrugBank.d17.s31.e1|null
DDI-DrugBank.d252.s0|DDI-DrugBank.d252.s0.e0|DDI-DrugBank.d252.s0.e1|effect
DDI-DrugBank.d252.s0|DDI-DrugBank.d252.s0.e0|DDI-DrugBank.d252.s0.e2|effect
DDI-DrugBank.d252.s0|DDI-DrugBank.d252.s0.e1|DDI-DrugBank.d252.s0.e2|effect
DDI-DrugBank.d252.s1|DDI-DrugBank.d252.s1.e0|DDI-DrugBank.d252.s1.e1|null
DDI-DrugBank.d252.s2|DDI-DrugBank.d252.s2.e0|DDI-DrugBank.d252.s2.e1|advise
DDI-DrugBank.d252.s4|DDI-DrugBank.d252.s4.e0|DDI-DrugBank.d252.s4.e1|effect
DDI-DrugBank.d252.s4|DDI-DrugBank.d252.s4.e0|DDI-DrugBank.d252.s4.e2|effect
DDI-DrugBank.d252.s4|DDI-DrugBank.d252.s4.e1|DDI-DrugBank.d252.s4.e2|effect
DDI-DrugBank.d252.s5|DDI-DrugBank.d252.s5.e0|DDI-DrugBank.d252.s5.e1|effect
DDI-DrugBank.d109.s0|DDI-DrugBank.d109.s0.e0|DDI-DrugBank.d109.s0.e1|null
DDI-DrugBank.d109.s0|DDI-DrugBank.d109.s0.e0|DDI-DrugBank.d109.s0.e2|null
DDI-DrugBank.d109.s0|DDI-DrugBank.d109.s0.e0|DDI-DrugBank.d109.s0.e3|null
DDI-DrugBank.d109.s0|DDI-DrugBank.d109.s0.e1|DDI-DrugBank.d109.s0.e2|null
DDI-DrugBank.d109.s0|DDI-DrugBank.d109.s0.e1|DDI-DrugBank.d109.s0.e3|null
DDI-DrugBank.d109.s0|DDI-DrugBank.d109.s0.e2|DDI-DrugBank.d109.s0.e3|null
DDI-MedLine.d132.s0|DDI-MedLine.d132.s0.e0|DDI-MedLine.d132.s0.e1|null
DDI-MedLine.d132.s1|DDI-MedLine.d132.s1.e0|DDI-MedLine.d132.s1.e1|null
DDI-MedLine.d132.s1|DDI-MedLine.d132.s1.e0|DDI-MedLine.d132.s1.e2|null
DDI-MedLine.d132.s1|DDI-MedLine.d132.s1.e0|DDI-MedLine.d132.s1.e3|null
DDI-MedLine.d132.s1|DDI-MedLine.d132.s1.e0|DDI-MedLine.d132.s1.e4|null
DDI-MedLine.d132.s1|DDI-MedLine.d132.s1.e1|DDI-MedLine.d132.s1.e2|null
DDI-MedLine.d132.s1|DDI-MedLine.d132.s1.e1|DDI-MedLine.d132.s1.e3|null
DDI-MedLine.d132.s1|DDI-MedLine.d132.s1.e1|DDI-MedLine.d132.s1.e4|null
DDI-MedLine.d132.s1|DDI-MedLine.d132.s1.e2|DDI-MedLine.d132.s1.e3|null
DDI-MedLine.d132.s1|DDI-MedLine.d132.s1.e2|DDI-MedLine.d132.s1.e4|null
DDI-MedLine.d132.s1|DDI-MedLine.d132.s1.e3|DDI-MedLine.d132.s1.e4|null
DDI-MedLine.d132.s2|DDI-MedLine.d132.s2.e0|DDI-MedLine.d132.s2.e1|null
DDI-MedLine.d132.s3|DDI-MedLine.d132.s3.e0|DDI-MedLine.d132.s3.e1|null
DDI-MedLine.d132.s3|DDI-MedLine.d132.s3.e0|DDI-MedLine.d132.s3.e2|null
DDI-MedLine.d132.s3|DDI-MedLine.d132.s3.e1|DDI-MedLine.d132.s3.e2|null
DDI-MedLine.d132.s4|DDI-MedLine.d132.s4.e0|DDI-MedLine.d132.s4.e1|null
DDI-MedLine.d132.s4|DDI-MedLine.d132.s4.e0|DDI-MedLine.d132.s4.e2|null
DDI-MedLine.d132.s4|DDI-MedLine.d132.s4.e0|DDI-MedLine.d132.s4.e3|null
DDI-MedLine.d132.s4|DDI-MedLine.d132.s4.e0|DDI-MedLine.d132.s4.e4|null
DDI-MedLine.d132.s4|DDI-MedLine.d132.s4.e0|DDI-MedLine.d132.s4.e5|null
DDI-MedLine.d132.s4|DDI-MedLine.d132.s4.e1|DDI-MedLine.d132.s4.e2|null
DDI-MedLine.d132.s4|DDI-MedLine.d132.s4.e1|DDI-MedLine.d132.s4.e3|null
DDI-MedLine.d132.s4|DDI-MedLine.d132.s4.e1|DDI-MedLine.d132.s4.e4|null
DDI-MedLine.d132.s4|DDI-MedLine.d132.s4.e1|DDI-MedLine.d132.s4.e5|null
DDI-MedLine.d132.s4|DDI-MedLine.d132.s4.e2|DDI-MedLine.d132.s4.e3|null
DDI-MedLine.d132.s4|DDI-MedLine.d132.s4.e2|DDI-MedLine.d132.s4.e4|null
DDI-MedLine.d132.s4|DDI-MedLine.d132.s4.e2|DDI-MedLine.d132.s4.e5|null
DDI-MedLine.d132.s4|DDI-MedLine.d132.s4.e3|DDI-MedLine.d132.s4.e4|null
DDI-MedLine.d132.s4|DDI-MedLine.d132.s4.e3|DDI-MedLine.d132.s4.e5|null
DDI-MedLine.d132.s4|DDI-MedLine.d132.s4.e4|DDI-MedLine.d132.s4.e5|null
DDI-MedLine.d132.s5|DDI-MedLine.d132.s5.e0|DDI-MedLine.d132.s5.e1|null
DDI-MedLine.d132.s5|DDI-MedLine.d132.s5.e0|DDI-MedLine.d132.s5.e2|null
DDI-MedLine.d132.s5|DDI-MedLine.d132.s5.e1|DDI-MedLine.d132.s5.e2|null
DDI-MedLine.d132.s6|DDI-MedLine.d132.s6.e0|DDI-MedLine.d132.s6.e1|null
DDI-MedLine.d132.s8|DDI-MedLine.d132.s8.e0|DDI-MedLine.d132.s8.e1|null
DDI-MedLine.d132.s10|DDI-MedLine.d132.s10.e0|DDI-MedLine.d132.s10.e1|null
DDI-DrugBank.d371.s1|DDI-DrugBank.d371.s1.e0|DDI-DrugBank.d371.s1.e1|null
DDI-DrugBank.d371.s1|DDI-DrugBank.d371.s1.e0|DDI-DrugBank.d371.s1.e2|null
DDI-DrugBank.d371.s1|DDI-DrugBank.d371.s1.e0|DDI-DrugBank.d371.s1.e3|null
DDI-DrugBank.d371.s1|DDI-DrugBank.d371.s1.e0|DDI-DrugBank.d371.s1.e4|null
DDI-DrugBank.d371.s1|DDI-DrugBank.d371.s1.e0|DDI-DrugBank.d371.s1.e5|null
DDI-DrugBank.d371.s1|DDI-DrugBank.d371.s1.e1|DDI-DrugBank.d371.s1.e2|null
DDI-DrugBank.d371.s1|DDI-DrugBank.d371.s1.e1|DDI-DrugBank.d371.s1.e3|null
DDI-DrugBank.d371.s1|DDI-DrugBank.d371.s1.e1|DDI-DrugBank.d371.s1.e4|null
DDI-DrugBank.d371.s1|DDI-DrugBank.d371.s1.e1|DDI-DrugBank.d371.s1.e5|null
DDI-DrugBank.d371.s1|DDI-DrugBank.d371.s1.e2|DDI-DrugBank.d371.s1.e3|null
DDI-DrugBank.d371.s1|DDI-DrugBank.d371.s1.e2|DDI-DrugBank.d371.s1.e4|null
DDI-DrugBank.d371.s1|DDI-DrugBank.d371.s1.e2|DDI-DrugBank.d371.s1.e5|null
DDI-DrugBank.d371.s1|DDI-DrugBank.d371.s1.e3|DDI-DrugBank.d371.s1.e4|null
DDI-DrugBank.d371.s1|DDI-DrugBank.d371.s1.e3|DDI-DrugBank.d371.s1.e5|null
DDI-DrugBank.d371.s1|DDI-DrugBank.d371.s1.e4|DDI-DrugBank.d371.s1.e5|null
DDI-MedLine.d1.s1|DDI-MedLine.d1.s1.e0|DDI-MedLine.d1.s1.e1|null
DDI-MedLine.d1.s5|DDI-MedLine.d1.s5.e0|DDI-MedLine.d1.s5.e1|null
DDI-MedLine.d1.s5|DDI-MedLine.d1.s5.e0|DDI-MedLine.d1.s5.e2|null
DDI-MedLine.d1.s5|DDI-MedLine.d1.s5.e1|DDI-MedLine.d1.s5.e2|null
DDI-MedLine.d1.s6|DDI-MedLine.d1.s6.e0|DDI-MedLine.d1.s6.e1|null
DDI-MedLine.d1.s6|DDI-MedLine.d1.s6.e0|DDI-MedLine.d1.s6.e2|null
DDI-MedLine.d1.s6|DDI-MedLine.d1.s6.e0|DDI-MedLine.d1.s6.e3|null
DDI-MedLine.d1.s6|DDI-MedLine.d1.s6.e0|DDI-MedLine.d1.s6.e4|null
DDI-MedLine.d1.s6|DDI-MedLine.d1.s6.e1|DDI-MedLine.d1.s6.e2|null
DDI-MedLine.d1.s6|DDI-MedLine.d1.s6.e1|DDI-MedLine.d1.s6.e3|null
DDI-MedLine.d1.s6|DDI-MedLine.d1.s6.e1|DDI-MedLine.d1.s6.e4|null
DDI-MedLine.d1.s6|DDI-MedLine.d1.s6.e2|DDI-MedLine.d1.s6.e3|null
DDI-MedLine.d1.s6|DDI-MedLine.d1.s6.e2|DDI-MedLine.d1.s6.e4|null
DDI-MedLine.d1.s6|DDI-MedLine.d1.s6.e3|DDI-MedLine.d1.s6.e4|null
DDI-DrugBank.d734.s0|DDI-DrugBank.d734.s0.e0|DDI-DrugBank.d734.s0.e1|effect
DDI-DrugBank.d734.s1|DDI-DrugBank.d734.s1.e0|DDI-DrugBank.d734.s1.e1|null
DDI-DrugBank.d734.s2|DDI-DrugBank.d734.s2.e0|DDI-DrugBank.d734.s2.e1|effect
DDI-DrugBank.d227.s0|DDI-DrugBank.d227.s0.e0|DDI-DrugBank.d227.s0.e1|null
DDI-DrugBank.d227.s0|DDI-DrugBank.d227.s0.e0|DDI-DrugBank.d227.s0.e2|null
DDI-DrugBank.d227.s0|DDI-DrugBank.d227.s0.e1|DDI-DrugBank.d227.s0.e2|null
DDI-DrugBank.d110.s0|DDI-DrugBank.d110.s0.e0|DDI-DrugBank.d110.s0.e1|null
DDI-DrugBank.d110.s0|DDI-DrugBank.d110.s0.e0|DDI-DrugBank.d110.s0.e2|null
DDI-DrugBank.d110.s0|DDI-DrugBank.d110.s0.e0|DDI-DrugBank.d110.s0.e3|null
DDI-DrugBank.d110.s0|DDI-DrugBank.d110.s0.e0|DDI-DrugBank.d110.s0.e4|null
DDI-DrugBank.d110.s0|DDI-DrugBank.d110.s0.e0|DDI-DrugBank.d110.s0.e5|null
DDI-DrugBank.d110.s0|DDI-DrugBank.d110.s0.e1|DDI-DrugBank.d110.s0.e2|null
DDI-DrugBank.d110.s0|DDI-DrugBank.d110.s0.e1|DDI-DrugBank.d110.s0.e3|null
DDI-DrugBank.d110.s0|DDI-DrugBank.d110.s0.e1|DDI-DrugBank.d110.s0.e4|null
DDI-DrugBank.d110.s0|DDI-DrugBank.d110.s0.e1|DDI-DrugBank.d110.s0.e5|null
DDI-DrugBank.d110.s0|DDI-DrugBank.d110.s0.e2|DDI-DrugBank.d110.s0.e3|null
DDI-DrugBank.d110.s0|DDI-DrugBank.d110.s0.e2|DDI-DrugBank.d110.s0.e4|null
DDI-DrugBank.d110.s0|DDI-DrugBank.d110.s0.e2|DDI-DrugBank.d110.s0.e5|null
DDI-DrugBank.d110.s0|DDI-DrugBank.d110.s0.e3|DDI-DrugBank.d110.s0.e4|null
DDI-DrugBank.d110.s0|DDI-DrugBank.d110.s0.e3|DDI-DrugBank.d110.s0.e5|null
DDI-DrugBank.d110.s0|DDI-DrugBank.d110.s0.e4|DDI-DrugBank.d110.s0.e5|null
DDI-DrugBank.d110.s3|DDI-DrugBank.d110.s3.e0|DDI-DrugBank.d110.s3.e1|effect
DDI-DrugBank.d110.s5|DDI-DrugBank.d110.s5.e0|DDI-DrugBank.d110.s5.e1|null
DDI-DrugBank.d107.s0|DDI-DrugBank.d107.s0.e0|DDI-DrugBank.d107.s0.e1|null
DDI-DrugBank.d107.s0|DDI-DrugBank.d107.s0.e0|DDI-DrugBank.d107.s0.e2|null
DDI-DrugBank.d107.s0|DDI-DrugBank.d107.s0.e1|DDI-DrugBank.d107.s0.e2|null
DDI-DrugBank.d107.s1|DDI-DrugBank.d107.s1.e0|DDI-DrugBank.d107.s1.e1|null
DDI-DrugBank.d107.s1|DDI-DrugBank.d107.s1.e0|DDI-DrugBank.d107.s1.e2|null
DDI-DrugBank.d107.s1|DDI-DrugBank.d107.s1.e0|DDI-DrugBank.d107.s1.e3|null
DDI-DrugBank.d107.s1|DDI-DrugBank.d107.s1.e0|DDI-DrugBank.d107.s1.e4|null
DDI-DrugBank.d107.s1|DDI-DrugBank.d107.s1.e1|DDI-DrugBank.d107.s1.e2|null
DDI-DrugBank.d107.s1|DDI-DrugBank.d107.s1.e1|DDI-DrugBank.d107.s1.e3|null
DDI-DrugBank.d107.s1|DDI-DrugBank.d107.s1.e1|DDI-DrugBank.d107.s1.e4|null
DDI-DrugBank.d107.s1|DDI-DrugBank.d107.s1.e2|DDI-DrugBank.d107.s1.e3|null
DDI-DrugBank.d107.s1|DDI-DrugBank.d107.s1.e2|DDI-DrugBank.d107.s1.e4|null
DDI-DrugBank.d107.s1|DDI-DrugBank.d107.s1.e3|DDI-DrugBank.d107.s1.e4|null
DDI-DrugBank.d107.s3|DDI-DrugBank.d107.s3.e0|DDI-DrugBank.d107.s3.e1|null
DDI-DrugBank.d107.s3|DDI-DrugBank.d107.s3.e0|DDI-DrugBank.d107.s3.e2|null
DDI-DrugBank.d107.s3|DDI-DrugBank.d107.s3.e0|DDI-DrugBank.d107.s3.e3|null
DDI-DrugBank.d107.s3|DDI-DrugBank.d107.s3.e1|DDI-DrugBank.d107.s3.e2|null
DDI-DrugBank.d107.s3|DDI-DrugBank.d107.s3.e1|DDI-DrugBank.d107.s3.e3|null
DDI-DrugBank.d107.s3|DDI-DrugBank.d107.s3.e2|DDI-DrugBank.d107.s3.e3|null
